Name,Neighborhood,Category,Address,GooglePlaceID
"Javan Restaurant","Sawtelle","eat","",ChIJbxUhwr67woARKwvV6v5W4cI
"Javan Restaurant","","","",ChIJbxUhwr67woARKwvV6v5W4cI
"Jeong Yuk Jeom Korean BBQ LA","Koreatown","eat","",ChIJCVZYpIy5woARnN-7t9XK0FA
"Jeong Yuk Jeom Korean BBQ LA","","","",ChIJCVZYpIy5woARnN-7t9XK0FA
"Jidaiya Ramen Dining","","","",ChIJR154mly1woARhkeRuhb5B3s
"Jidaiya Ramen Dining","Northeast Torrance","eat","",ChIJR154mly1woARhkeRuhb5B3s
"Jones","Central LA","drinks","",ChIJ_ZaCK9a-woARo6DSOmfgk4s
"Jones","","","",ChIJ_ZaCK9a-woARo6DSOmfgk4s
"Josui Ramen","Northeast Torrance","eat","",ChIJN5MyWdi1woAR83ahV_L2sEk
"Josui Ramen","","","",ChIJN5MyWdi1woAR83ahV_L2sEk
"Kashiwa Japanese Cuisine","Signal Hill","eat","",ChIJoW-RpdYz3YAR4OvgRsavVWs
"Kashiwa Japanese Cuisine","","","",ChIJoW-RpdYz3YAR4OvgRsavVWs
"Killer Noodle Tsujita","Sawtelle","eat","",ChIJ2_gA43S7woARjScbyy51Lyc
"Killer Noodle Tsujita","","","",ChIJ2_gA43S7woARjScbyy51Lyc
"Kippered","Downtown Los Angeles","eat","",ChIJYaEcrCXHwoARsvYEJ92JQWg
"Kippered","","","",ChIJYaEcrCXHwoARsvYEJ92JQWg
"Kissaten Corazon","Central LA","eat","",ChIJ7d5NpSvHwoARkpmF9dP-QSA
"Kissaten Corazon","","","",ChIJ7d5NpSvHwoARkpmF9dP-QSA
"kodo","Downtown Los Angeles","drinks","",ChIJV1jAhnvHwoARZ9dxuVaVvU4
"kodo","","","",ChIJV1jAhnvHwoARZ9dxuVaVvU4
"KOMAL","South Los Angeles","eat","",ChIJN2ZjSwDJwoARKK1-GW6NSg4
"KOMAL","","","",ChIJN2ZjSwDJwoARKK1-GW6NSg4
"Kombu Sushi","","","",ChIJf-MncEjHwoARkh07de0d9oo
"Kombu Sushi","Silver Lake","eat","",ChIJf-MncEjHwoARkh07de0d9oo
"KOTOYA JAPANESE RAMEN","Palms","eat","",ChIJe2dJnMu7woAR_q9HDxTyXDo
"KOTOYA JAPANESE RAMEN","","","",ChIJe2dJnMu7woAR_q9HDxTyXDo
"KTEAM BBQ","","","",ChIJ7_SxewDHwoARyB-lNf7XlZs
"KTEAM BBQ","Koreatown","eat","",ChIJ7_SxewDHwoARyB-lNf7XlZs
"KUKU Cafe","","","",ChIJ51AcBaW3woARaO37v-RmNJc
"KUKU Cafe","Inglewood","coffee","",ChIJ51AcBaW3woARaO37v-RmNJc
"Kyung's Seafood","","","",ChIJe3Ry0ehtAHwROTcC_sXBWoQ
"Kyung's Seafood","Ala Moana","eat","",ChIJe3Ry0ehtAHwROTcC_sXBWoQ
"La Bête Noire","Paris","bakery","",ChIJ18aVNMFx5kcRbY23i47sh0Y
"La Bête Noire","","","",ChIJ18aVNMFx5kcRbY23i47sh0Y
"La Boucherie","","","",ChIJbU-IELHHwoARxDEThp4W7kE
"La Boucherie","Downtown Los Angeles","eat","",ChIJbU-IELHHwoARxDEThp4W7kE
"La Cabana Venice","","","",ChIJc2JTRcO6woARZYR4EjVcAYs
"La Cabana Venice","Venice","eat","",ChIJc2JTRcO6woARZYR4EjVcAYs
"La Cocina de Doña Esthela","","","",ChIJp1Jrl_Tv2IAREGfZ3Y-QIVg
"La Cocina de Doña Esthela","El Porvenir","eat","",ChIJp1Jrl_Tv2IAREGfZ3Y-QIVg
"La Fe","","","",ChIJERg-8mnHwoARVLDwPHHG26A
"La Fe","Echo Park","eat","",ChIJERg-8mnHwoARVLDwPHHG26A
"LA FLAMA Culver City","Palms","eat","",ChIJj3LySAS7woARSvo8aPE4t8M
"LA FLAMA Culver City","","","",ChIJj3LySAS7woARSvo8aPE4t8M
"La Fonda Of Inglewood Restaurant & Cafe","Inglewood","coffee","",ChIJg-Ztw--2woARsCw4U8__KdA
"La Fonda Of Inglewood Restaurant & Cafe","","","",ChIJg-Ztw--2woARsCw4U8__KdA
"La korita tacos","","","",ChIJeTYIP9bOwoAR1jH3scLR1VY
"La korita tacos","Maywood","eat","",ChIJeTYIP9bOwoAR1jH3scLR1VY
"La Mariana Sailing Club","","","",ChIJ06Xa8E9uAHwR287O0INHQ48
"La Pergoletta","Central LA","eat","",ChIJW9g98LHAwoAR7eaxzvH95Uw
"La Pergoletta","","","",ChIJW9g98LHAwoAR7eaxzvH95Uw
"La Pergoletta on Sunset","Silver Lake","eat","",ChIJNzV1OT7HwoARjmgTu-tjkJc
"La Pergoletta on Sunset","","","",ChIJNzV1OT7HwoARjmgTu-tjkJc
"La Potranka","","","",ChIJQW65-KfMwoARSlSi4Z-l5zg
"La Potranka","Compton","eat","",ChIJQW65-KfMwoARSlSi4Z-l5zg
"LA PUREPECHA COCINA MEXICANA","Downtown","eat","",ChIJP-emuM6lwoAR0Ue5xLU60xo
"LA PUREPECHA COCINA MEXICANA","","","",ChIJP-emuM6lwoAR0Ue5xLU60xo
"Lalibela","Little Ethiopia","eat","",ChIJQ2hu7xW5woARDzFGVM33-qA
"Lalibela","","","",ChIJQ2hu7xW5woARDzFGVM33-qA
"Lamonica's NY Pizza","Westwood","eat","",ChIJLRlkyYO8woARcSWHPDaf9ew
"Lamonica's NY Pizza","","","",ChIJLRlkyYO8woARcSWHPDaf9ew
"Laurel Grill","","","",ChIJ4Yr51Cm7woARcEbxhx1xK2c
"Laurel Grill","Downtown","eat","",ChIJ4Yr51Cm7woARcEbxhx1xK2c
"Le Great Outdoor Restaurant","","","",ChIJfwjLxD67woARQh2IIpl4pbo
"Le Great Outdoor Restaurant","Pico","nature","",ChIJfwjLxD67woARQh2IIpl4pbo
"Leona","Venice","eat","",ChIJqYED5qK6woARR-K0e6jsF0s
"Leona","","","",ChIJqYED5qK6woARR-K0e6jsF0s
"Les Sisters' Southern Kitchen","Winnetka","eat","",ChIJz6cLkw6bwoARicsfhtFSEC0
"Les Sisters' Southern Kitchen","","","",ChIJz6cLkw6bwoARicsfhtFSEC0
"Lincoln Seafood","Monterey Park","eat","",ChIJD1xxJVfFwoARXpBgR5asYc0
"Lincoln Seafood","","","",ChIJD1xxJVfFwoARXpBgR5asYc0
"Little Belize Restaurant","","","",ChIJScaNJQK3woARnRf6dbNPtgw
"Little Belize Restaurant","Inglewood","eat","",ChIJScaNJQK3woARnRf6dbNPtgw
"Little Fatty","","","",ChIJQ--zYVy6woARhg4IaNZ49GY
"Little Fatty","Mar Vista","drinks","",ChIJQ--zYVy6woARhg4IaNZ49GY
"Little Fish Echo Park","","","",ChIJCWc7fhHHwoARXg2bZCd7D-8
"Little Fish Echo Park","Echo Park","nature","",ChIJCWc7fhHHwoARXg2bZCd7D-8
"Little Piggy","","","",ChIJs2VXlwK_woAR1cOkLx989Us
"Little Piggy","Sunset Strip","shop","",ChIJs2VXlwK_woAR1cOkLx989Us
"Liu's Cafe","","","",ChIJRaosTfa5woAR4wOTRcJfhog
"Liu's Cafe","Koreatown","coffee","",ChIJRaosTfa5woAR4wOTRcJfhog
"Lobster & Beer","","","",ChIJP74Xzcy7woARPdoQw6tp4ik
"Lobster & Beer","Palms","eat","",ChIJP74Xzcy7woARPdoQw6tp4ik
"lolo wine bar","East Hollywood","wine","",ChIJk0aWgYC_woAR-ZMeTxnBc8Q
"lolo wine bar","","","",ChIJk0aWgYC_woAR-ZMeTxnBc8Q
"Longo Seafood Restaurant","Garvey","eat","",ChIJ7_aTw6nawoARLZyk4LRQ46Y
"Longo Seafood Restaurant","","","",ChIJ7_aTw6nawoARLZyk4LRQ46Y
"Lonzo's Restaurant","Washington Culver","eat","",ChIJy1Rd9jq6woARb2nkBPrsnk4
"Lonzo's Restaurant","","","",ChIJy1Rd9jq6woARb2nkBPrsnk4
"Loreto","","","",ChIJFwh6fX3HwoARr9fhEj7PDPs
"Loreto","Elysian Valley","eat","",ChIJFwh6fX3HwoARr9fhEj7PDPs
"Loreto's Fried Turkey","Compton","eat","",ChIJT7qSkg_LwoARN72mSLTrg_A
"Loreto's Fried Turkey","","","",ChIJT7qSkg_LwoARN72mSLTrg_A
"Los Angeles Pétanque Club","","","",ChIJrTLbwMG7woARh8yjG9woPD4
"Los Angeles Pétanque Club","Cheviot Hills","eat","",ChIJrTLbwMG7woARh8yjG9woPD4
"Los Cheros Pupuseria","","","",ChIJqziit-zKwoARBDhJZwmxA4g
"Los Cheros Pupuseria","Gardena","eat","",ChIJqziit-zKwoARBDhJZwmxA4g
"Louis Burgers II","","","",ChIJP6yERn3LwoAR49x4m8x6fVI
"Louis Burgers II","Compton","eat","",ChIJP6yERn3LwoAR49x4m8x6fVI
"Love & Salt","","","",ChIJR6wziuyzwoARFjyYXSB_WJA
"Love & Salt","Manhattan Beach","eat","",ChIJR6wziuyzwoARFjyYXSB_WJA
"Love & Salt","","","",ChIJR6wziuyzwoARFjyYXSB_WJA
"Love & Salt","","","",ChIJR6wziuyzwoARFjyYXSB_WJA
"Lucky 1 Restaurant","Garvey","eat","",ChIJb4bnho_bwoAROrm4cP4br_s
"Lucky 1 Restaurant","","","",ChIJb4bnho_bwoAROrm4cP4br_s
"Lucky Plaza","","","",ChIJSWw72JDawoARCgPyUOhFujM
"Lucky Plaza","Rosemead","eat","",ChIJSWw72JDawoARCgPyUOhFujM
"Lukshon","Mid-City","eat","",ChIJex_4U4K5woARx3e9f4WsS5g
"Lukshon","","","",ChIJex_4U4K5woARx3e9f4WsS5g
"LULU Restaurant LA","","","",ChIJk2YUd_m9woARHeliq1FRRS4
"LULU Restaurant LA","Westwood","eat","",ChIJk2YUd_m9woARHeliq1FRRS4
"Lumière","Century City","eat","",ChIJ1ebP_g27woARkTzWjtho9Hw
"Lumière","","","",ChIJ1ebP_g27woARkTzWjtho9Hw
"Maccheroni Republic","","","",ChIJvVvovUvGwoARYrOMSp23rpQ
"Maccheroni Republic","Downtown Los Angeles","eat","",ChIJvVvovUvGwoARYrOMSp23rpQ
"Madeo Restaurant","Sunset Strip","eat","",ChIJVWDzP6y-woARq0ZRjmyar_c
"Madeo Restaurant","","","",ChIJVWDzP6y-woARq0ZRjmyar_c
"Magokoro","","","",ChIJHcInFCC9YoYR0fsPvogdoCA
"Magokoro","Del Valle","eat","",ChIJHcInFCC9YoYR0fsPvogdoCA
"Maison Kitsuné Los Angeles","Silver Lake","eat","",ChIJib6jhfO5woARBg35yWNTVd8
"Maison Kitsuné Los Angeles","","","",ChIJib6jhfO5woARBg35yWNTVd8
"Majordomo","","","",ChIJJxloG2HGwoARrnxMRe2L_ik
"Majordomo","Central LA","eat","",ChIJJxloG2HGwoARrnxMRe2L_ik
"Mamie","","","",ChIJieLTdES_woARcimvkZ5k2cM
"Mamie","Central LA","eat","",ChIJieLTdES_woARcimvkZ5k2cM
"Manhattan Beach Post","","","",ChIJ1xvteOuzwoAR4YYewt0xbzU
"Manhattan Beach Post","Manhattan Beach","drinks","",ChIJ1xvteOuzwoAR4YYewt0xbzU
"Manuela","","","",ChIJ1c-IyT7GwoARIYcIK2TyJ3k
"Manuela","Downtown Los Angeles","eat","",ChIJ1c-IyT7GwoARIYcIK2TyJ3k
"Maple Block Meat Co.","Clarkdale","drinks","",ChIJlTadNz-6woARbFsNl3JOTBY
"Maple Block Meat Co.","","","",ChIJlTadNz-6woARbFsNl3JOTBY
"Marco Polo","Silver Lake","eat","",ChIJq6p62k7HwoAR27oENJ9Jv1M
"Marco Polo","","","",ChIJq6p62k7HwoAR27oENJ9Jv1M
"Margot","","","",ChIJeVAatpK5woARrSmJrrPMCjc
"Margot","Lucerne - Higuera","drinks","",ChIJeVAatpK5woARrSmJrrPMCjc
"Marina Del Rey Hotel","","","",ChIJiSBrF2G6woARCZ4CwoQfGDE
"Marina Del Rey Hotel","Marina del Rey","stay","",ChIJiSBrF2G6woARCZ4CwoQfGDE
"Mario's Italian Deli & Market","Citrus Grove","purveyors","",ChIJ3atC2wbBwoARuFCpDBv0B4g
"Mario's Italian Deli & Market","","","",ChIJ3atC2wbBwoARuFCpDBv0B4g
"Mariscos y Sushi Tomateros","Lynwood","eat","",ChIJF_erafrLwoARZ6WD5nDX5eo
"Mariscos y Sushi Tomateros","","","",ChIJF_erafrLwoARZ6WD5nDX5eo
"Marouch Restaurant","East Hollywood","eat","",ChIJj_dmK1THwoARB3JgAHW2gVY
"Marouch Restaurant","","","",ChIJj_dmK1THwoARB3JgAHW2gVY
"Marugame Monzo","","","",ChIJfYSGw0fGwoARyMqh31EfoXg
"Marugame Monzo","Downtown Los Angeles","eat","",ChIJfYSGw0fGwoARyMqh31EfoXg
"Master Burger","South Los Angeles","eat","",ChIJ9QNPWPq3woARZFw0tamq9CM
"Master Burger","","","",ChIJ9QNPWPq3woARZFw0tamq9CM
"Mazal","","","",ChIJ1bWBF9_HwoARliht-HQf5ms
"Mazal","Lincoln Heights","eat","",ChIJ1bWBF9_HwoARliht-HQf5ms
"Meals By Genet","Little Ethiopia","eat","",ChIJW9SZwxW5woARkrzV1YcRMAE
"Meals By Genet","","","",ChIJW9SZwxW5woARkrzV1YcRMAE
"Mélisse Restaurant","Downtown","eat","",ChIJ7fOMUsSkwoARIOVuE_23I1Q
"Mélisse Restaurant","","","",ChIJ7fOMUsSkwoARIOVuE_23I1Q
"Mi Corazon Mexican Cuisine","Central LA","eat","",ChIJMeCpzcvAwoARXil55K-v0Fc
"Mi Corazon Mexican Cuisine","","","",ChIJMeCpzcvAwoARXil55K-v0Fc
"MIAN","San Gabriel","eat","",ChIJFQOXULbawoARmCPO2ocyiMQ
"MIAN","","","",ChIJFQOXULbawoARmCPO2ocyiMQ
"MIAN West Adams","Los Angeles","eat","",ChIJx_RDQoK5woARwXTlKtk5Rkg
"MIAN West Adams","","","",ChIJx_RDQoK5woARwXTlKtk5Rkg
"Michaels","","","",ChIJiRrTJM6kwoARSNux6NGQP08
"Michaels","Sawtelle","eat","",ChIJiRrTJM6kwoARSNux6NGQP08
"Mignon","","","",ChIJe8tyojXGwoARi1awtzaWShc
"Mignon","Downtown Los Angeles","eat","",ChIJe8tyojXGwoARi1awtzaWShc
"Mikaza Sushi & Lounge","","","",ChIJASP38YjHwoARJLHR85C2PCs
"Mikaza Sushi & Lounge","Downtown Los Angeles","eat","",ChIJASP38YjHwoARJLHR85C2PCs
"Milo & Olive","","","",ChIJM5FYc0-7woARcsHdGgoXyTU
"Milo & Olive","Northeast","bakery","",ChIJM5FYc0-7woARcsHdGgoXyTU
"Mitch's Fish Market & Sushi Bar","","","",ChIJO-YwWqpvAHwRKubvaF9GWFg
"Mitch's Fish Market & Sushi Bar","Honolulu","purveyors","",ChIJO-YwWqpvAHwRKubvaF9GWFg
"Mizlala West Adams","Los Angeles","eat","",ChIJfz6TMGW5woARTAZdlUymtbs
"Mizlala West Adams","","","",ChIJfz6TMGW5woARTAZdlUymtbs
"Monorom Cambodian Restaurant","Cambodia Town","eat","",ChIJe2C9mnMx3YARcHWFkkf7zsc
"Monorom Cambodian Restaurant","","","",ChIJe2C9mnMx3YARcHWFkkf7zsc
"MONTE ALBAN RESTAURANT","Sawtelle","eat","",ChIJFfpTs2m7woARTTEwyM1IMwM
"MONTE ALBAN RESTAURANT","","","",ChIJFfpTs2m7woARTTEwyM1IMwM
"Monterey Palace Restaurant","Garvey","eat","",ChIJuYUNVarawoARLRmpIlocQzI
"Monterey Palace Restaurant","","","",ChIJuYUNVarawoARLRmpIlocQzI
"Mori Nozomi","Sawtelle","eat","",ChIJh_EchAm7woAR_M_f_w6W50c
"Mori Sushi","Sawtelle","eat","",ChIJp9ZohAm7woARvdg9Sja3QtI
"Mt. Olomana Trail (Three Peaks)","","","",ChIJDS33I60UAHwRydnVaBp_3n0
"Mt. Olomana Trail (Three Peaks)","Kailua","nature","",ChIJDS33I60UAHwRydnVaBp_3n0
"Muelle 3","","","",ChIJSUObvmST2IARaT7SLK97Qj0
"Muelle 3","Centro","eat","",ChIJSUObvmST2IARaT7SLK97Qj0
"Nalu Vida Venice Beach","","","",ChIJI5Pg8au7woARMNq32_nJCwE
"Nalu Vida Venice Beach","Venice","eat","",ChIJI5Pg8au7woARMNq32_nJCwE
"NBC Seafood Restaurant","Monterey Park","eat","",ChIJLWHpQF7FwoAR9Vnm8mvW3YI
"NBC Seafood Restaurant","","","",ChIJLWHpQF7FwoAR9Vnm8mvW3YI
"Newcomb's Ranch","","","",ChIJmyUenpTpwoAR7Yz_DetEfc4
"Newcomb's Ranch","La Cañada Flintridge","eat","",ChIJmyUenpTpwoAR7Yz_DetEfc4
"Newport Seafood Restaurant","","","",ChIJD8whBCrbwoARZFyRThKqIJI
"Newport Seafood Restaurant","San Gabriel","eat","",ChIJD8whBCrbwoARZFyRThKqIJI
"Nick's Cafe","Central LA","coffee","",ChIJDWj_ml7GwoARovw-oXJNxXw
"Nick's Cafe","","","",ChIJDWj_ml7GwoARovw-oXJNxXw
"Night + Market Weho","Sunset Strip","purveyors","",ChIJ93f0oKG-woAR1g08r2EtyRY
"Night + Market Weho","","","",ChIJ93f0oKG-woAR1g08r2EtyRY
"Object","Melrose","shop","",ChIJWSulwdS4woAR7DQBNzC7ipc
"Object","","","",ChIJWSulwdS4woAR7DQBNzC7ipc
"Oc & Lau Restaurant","","","",ChIJIxbGYcQn3YAR5m4f2kVYyuw
"Oc & Lau Restaurant","Garden Grove","eat","",ChIJIxbGYcQn3YAR5m4f2kVYyuw
"Ocean Bo Dim Sum Cafe","El Monte","coffee","",ChIJ5SOSgazQwoARautP8kLfZDE
"Ocean Bo Dim Sum Cafe","","","",ChIJ5SOSgazQwoARautP8kLfZDE
"OH LA LA","","","",ChIJvUWRuH3DwoARQCEJXemfZ7Y
"OH LA LA","Catalina Villas","coffee","",ChIJvUWRuH3DwoARQCEJXemfZ7Y
"Ohana Superette","Silver Lake","eat","",ChIJ9THZtD_HwoARHbQuHXAPOdY
"Ohana Superette","","","",ChIJ9THZtD_HwoARHbQuHXAPOdY
"Olivia Restaurant","Koreatown","eat","",ChIJTasbtVrHwoAR4AXWcZFu1Kk
"Olivia Restaurant","","","",ChIJTasbtVrHwoAR4AXWcZFu1Kk
"Open Sesame Grill - Long Beach","","","",ChIJxYlPETYw3YARI4v-ecGueZo
"Open Sesame Grill - Long Beach","Belmont Shore","eat","",ChIJxYlPETYw3YARI4v-ecGueZo
"ORA","","","",ChIJW0o0Q0m3woARhowYbV87-4g
"ORA","South Los Angeles","coffee","",ChIJW0o0Q0m3woARhowYbV87-4g
"Orleans & York Inglewood","Inglewood","eat","",ChIJaUxRXwa3woARdn14D4eFFnA
"Orleans & York Inglewood","","","",ChIJaUxRXwa3woARdn14D4eFFnA
"Orsa & Winston","Downtown Los Angeles","eat","",ChIJh9W-NkrGwoARmn2KQbXkdhg
"Orsa & Winston","","","",ChIJh9W-NkrGwoARmn2KQbXkdhg
"Ospi Venice","Venice","eat","",ChIJmWxvuXq7woAR2IhTan5Zzp0
"Ospi Venice","","","",ChIJmWxvuXq7woAR2IhTan5Zzp0
"Otomisan Restaurant","Central LA","eat","",ChIJ2RqKBAfGwoARXSZOQkp0C-E
"Otomisan Restaurant","","","",ChIJ2RqKBAfGwoARXSZOQkp0C-E
"P1","","","",ChIJzbINrymxwoARS2brgyK99NQ
"P1","Westchester","eat","",ChIJzbINrymxwoARS2brgyK99NQ
"Palmeri Ristorante","Brentwood","eat","",ChIJX1dF91-7woARYX_H2NV6Jv0
"Palmeri Ristorante","","","",ChIJX1dF91-7woARYX_H2NV6Jv0
"Parker's Lighthouse","","","",ChIJ845fqCUx3YARbBeWgWBGpRM
"Parkers' Lighthouse","Waterfront","drinks","",ChIJ845fqCUx3YARbBeWgWBGpRM
"Parkers' Lighthouse","","","",ChIJ845fqCUx3YARbBeWgWBGpRM
"Pasta Sisters","Arlington Heights","eat","",ChIJA-ZYDSu5woARRnUA678ZKvI
"Pasta Sisters","","","",ChIJA-ZYDSu5woARRnUA678ZKvI
"Paul Bar/Food","Palm Springs","drinks","",ChIJlZZl0p0d24AR_d4Tf3576ZI
"Paul Bar/Food","","","",ChIJlZZl0p0d24AR_d4Tf3576ZI
"Pearl River Deli","Central LA","eat","",ChIJFYCW7ZXHwoAR-kWhlThLezI
"Pearl River Deli","","","",ChIJFYCW7ZXHwoAR-kWhlThLezI
"Peking Tavern","Downtown Los Angeles","drinks","",ChIJNRuP28rHwoARsVROzrrmszs
"Peking Tavern","","","",ChIJNRuP28rHwoARsVROzrrmszs
"Pepper Tavern 四川集市","San Gabriel","drinks","",ChIJk_J2-DHFwoARENm2zd_p_R4
"Pepper Tavern 四川集市","","","",ChIJk_J2-DHFwoARENm2zd_p_R4
"Perilla LA","Chinatown","eat","",ChIJsSNupLe5woARgIO3oWlJ9ps
"Perilla LA","","","",ChIJsSNupLe5woARgIO3oWlJ9ps
"PERU CHICHA PERUVIAN RESTAURANT.","Gardena","eat","",ChIJ0TrUXUG1woARnto2MZx0kkA
"PERU CHICHA PERUVIAN RESTAURANT.","","","",ChIJ0TrUXUG1woARnto2MZx0kkA
"Petit Trois","","","",ChIJydzjPNO4woAR9la4IiglqbA
"Petit Trois","Central LA","eat","",ChIJydzjPNO4woAR9la4IiglqbA
"Petite Peso","Downtown Los Angeles","eat","",ChIJo2MzP9LHwoARAhjwB1oZW1E
"Petite Peso","","","",ChIJo2MzP9LHwoARAhjwB1oZW1E
"Phat Noodles","","","",ChIJpWn9JWzLwoARVmuR936sO2k
"Phat Noodles","Compton","eat","",ChIJpWn9JWzLwoARVmuR936sO2k
"Phillips Bar-B-Que","Inglewood","drinks","",ChIJ56dkOWu3woAR_iBbsRyq598
"Phillips Bar-B-Que","","","",ChIJ56dkOWu3woAR_iBbsRyq598
"Phnom Penh Noodle Shack","","","",ChIJ27rL9HAx3YARWSo8BUALEr4
"Phnom Penh Noodle Shack","Whittier","eat","",ChIJ27rL9HAx3YARWSo8BUALEr4
"Phorage Vietnamese Overland","Westside Village","eat","",ChIJ18alAsu7woARhEobtA6w-Ck
"Phorage Vietnamese Overland","","","",ChIJ18alAsu7woARhEobtA6w-Ck
"Pinky's Los Feliz","Central LA","eat","",ChIJ55q6W3nBwoAR7zYES5tOSfc
"Pinky's Los Feliz","","","",ChIJ55q6W3nBwoAR7zYES5tOSfc
"Pinyon Ojai","","","",ChIJ6e5sT0ml6YARrl188yS6r4g
"Pinyon Ojai","Ojai","eat","",ChIJ6e5sT0ml6YARrl188yS6r4g
"Pizzana","","","",ChIJa8YvKhzHwoARNsesjH1rw4s
"Pizzana","Silver Lake","eat","",ChIJa8YvKhzHwoARNsesjH1rw4s
"Pizzeria Bianco","Downtown Los Angeles","eat","",ChIJU4B7dFzHwoARzYn5dctIk0I
"Pizzeria Mozza","Melrose","eat","",ChIJbWvuoNO4woARx2Xy5MvJ138
"Pizzeria Mozza","","","",ChIJbWvuoNO4woARx2Xy5MvJ138
"Pizzeria Sei","","","",ChIJZzA8EM25woAR4SmcyXbfxBE
"Pizzeria Sei","Pico-Robertson","eat","",ChIJZzA8EM25woAR4SmcyXbfxBE
"Polaris Media Lab","Central LA","eat","",ChIJA0KB332_woAR2jRvZu3W4KE
"Polaris Media Lab","","","",ChIJA0KB332_woAR2jRvZu3W4KE
"Pollo A La Brasa","","","",ChIJy7zNpMi5woARzzZwdauukV0
"Pollo A La Brasa","Koreatown","eat","",ChIJy7zNpMi5woARzzZwdauukV0
"Pop's Chicken","Compton","eat","",ChIJayD7-HPLwoARSk7_TXwcsPI
"Pop's Chicken","","","",ChIJayD7-HPLwoARSk7_TXwcsPI
"Porta Via Italian Foods","South Arroyo","eat","",ChIJMU2GZ3zDwoARars-iw6-B9k
"Porta Via Italian Foods","","","",ChIJMU2GZ3zDwoARars-iw6-B9k
"Post & Beam","South Los Angeles","drinks","",ChIJHQ2ElC64woARivNi5I0WYSg
"Post & Beam","","","",ChIJHQ2ElC64woARivNi5I0WYSg
"Potager","Central","eat","",ChIJSQrn7NF-bIcRW1sYMcUq_mE
"Potager","","","",ChIJSQrn7NF-bIcRW1sYMcUq_mE
"Premiere Dental Group","Marina del Rey","eat","",ChIJ4beo0oC6woAREssxotSlCo0
"Premiere Dental Group","","","",ChIJ4beo0oC6woAREssxotSlCo0
"Primitivo Restaurante","","","",ChIJ9-_YrSjv2IAR2kwffPxdoOU
"Primitivo Restaurante","Ensenada","eat","",ChIJ9-_YrSjv2IAR2kwffPxdoOU
"Q","","","",ChIJdVr6UrTHwoARPa44y99pcs8
"Q","Downtown Los Angeles","eat","",ChIJdVr6UrTHwoARPa44y99pcs8
"Quarters Korean BBQ","","","",ChIJoz3QPH3HwoAR-eUJ2juVyzQ
"Quarters Korean BBQ","Koreatown","eat","",ChIJoz3QPH3HwoAR-eUJ2juVyzQ
"Quintas Papagayo","Zona Playitas","stay","",ChIJtQcvKczY2IAR01DDSpSAc5o
"Quintas Papagayo","","","",ChIJtQcvKczY2IAR01DDSpSAc5o
"R/10 Social House","","","",ChIJ3xKkcKC0woARw9QdkYklyc0
"R/10 Social House","South Redondo","drinks","",ChIJ3xKkcKC0woARw9QdkYklyc0
"R10 Social House","","","",ChIJ3xKkcKC0woARw9QdkYklyc0
"Rainforest Flora, Inc.","","","",ChIJxwWKa-e0woARcWTnGdeccgA
"Rainforest Flora, Inc.","West Torrance","eat","",ChIJxwWKa-e0woARcWTnGdeccgA
"Ramona Room","","","",ChIJEy4mphDHwoARejZ9zUN_d4U
"Ramona Room","Echo Park","coffee","",ChIJEy4mphDHwoARejZ9zUN_d4U
"Rangoon Burmese kitchen","Arts District","eat","",ChIJy0j-0opvAHwRWJmJld0b1rA
"Rangoon Burmese kitchen","","","",ChIJy0j-0opvAHwRWJmJld0b1rA
"Rasarumah","Westlake","eat","",ChIJ5fd-NQDHwoARKiTGuaNIeco
"Rasarumah","","","",ChIJ5fd-NQDHwoARKiTGuaNIeco
"Rasselbock Kitchen & Beer Garden","","","",ChIJtRAY0pgz3YARrvEEEZ40s5c
"Rasselbock Kitchen & Beer Garden","Bixby Knolls","nature","",ChIJtRAY0pgz3YARrvEEEZ40s5c
"Ray's Texas Bbq","Huntington Park","eat","",ChIJXX10eR_JwoAR7OJ1RFKTuYo
"Ray's Texas Bbq","","","",ChIJXX10eR_JwoAR7OJ1RFKTuYo
"Redbird","","","",ChIJv4yVGknGwoARC_5zwy3zU5M
"Redbird","Downtown Los Angeles","eat","",ChIJv4yVGknGwoARC_5zwy3zU5M
"Restaurant Ki","Downtown Los Angeles","eat","",ChIJ6fB8aADHwoARxXCY99wLo0U
"Restaurant Ki","","","",ChIJ6fB8aADHwoARxXCY99wLo0U
"Revival Denver Public House","North Capitol Hill","eat","",ChIJdf7vwDB5bIcRUKbqopeByXc
"Revival Denver Public House","","","",ChIJdf7vwDB5bIcRUKbqopeByXc
"Rhythm Room L.A.","Downtown Los Angeles","eat","",ChIJTwsCo0rGwoARKKzn_4khivA
"Rhythm Room L.A.","","","",ChIJTwsCo0rGwoARKKzn_4khivA
"Roasted Duck by Pa Ord","East Hollywood","eat","",ChIJharH4mq_woAR3f7EfNbthQ8
"Roasted Duck by Pa Ord","","","",ChIJharH4mq_woAR3f7EfNbthQ8
"Roma Market","","","",ChIJt3lehj7DwoARjFDvXyu8m78
"Roma Market","Bungalow Heaven","purveyors","",ChIJt3lehj7DwoARjFDvXyu8m78
"Ronan","Fairfax","eat","",ChIJu4wpBcm_woARVYpXzbD6yaU
"Ronan","","","",ChIJu4wpBcm_woARVYpXzbD6yaU
"Ronnie's Diner","","","",ChIJ6Z6W4Ha6woARMjTJ8EzTJpA
