Name,Instagram,Confidence,Method,Notes,GooglePlaceID,Latitude,Longitude,Address,Neighborhood,Phone,Website
El Sazon Oaxaqueno,,manual_review,none,Could not find handle automatically,ChIJpXvkBmi6woARXOgrzfEEuI0,34.0010662,-118.4278391,"12131 Washington Pl, Los Angeles, CA 90066, USA",Mar Vista,(310) 391-4721,
El Tepeyac Cafe,,manual_review,none,Could not find handle automatically,ChIJMRRbJPvFwoARFIb4YmkxfrY,34.0477384,-118.197578,"812 N Evergreen Ave, Los Angeles, CA 90033, USA",Central LA,(323) 268-1960,https://rebrand.ly/el-tepeyac
Electric Bleu,,manual_review,none,Could not find handle automatically,ChIJbyaCjJC7woAR_xvFzbIPxX8,34.0099319,-118.4386257,"3523 S Centinela Ave, Los Angeles, CA 90066, USA",Mar Vista,(424) 316-9416,https://electricbleu.com/
Ellie's,,manual_review,none,Could not find handle automatically,ChIJy3uWNBcx3YARyYgXmZovKVY,33.7679944,-118.1767944,"204 Orange Ave, Long Beach, CA 90802, USA",Alamitos Beach,(562) 437-4837,http://ellieslbc.com/
Empress Harbor Seafood Restaurant,,manual_review,none,Could not find handle automatically,ChIJo5obal3FwoARGk7oEDQWT1A,34.0629511,-118.134683,"111 N Atlantic Blvd #350, Monterey Park, CA 91754, USA",Monterey Park,,
Esp Guitar Co,,manual_review,none,Could not find handle automatically,ChIJTUhaPbaVwoARl9scZ5Wkdf4,34.1507631,-118.2775835,"5433 W San Fernando Rd, Los Angeles, CA 90039, USA",Atwater Village,(818) 766-2097,http://www.espguitars.com/
Ethel's Grill,,manual_review,none,Could not find handle automatically,ChIJfx5B2VxuAHwRQvhZNe-MRU8,21.3224067,-157.8842555,"232 Kalihi St, Honolulu, HI 96819, USA",Kalihi - Palama,(808) 847-6467,
Ètra,,manual_review,none,Could not find handle automatically,ChIJOYO2dCO5woARnV2xXAIO7X4,34.0846893,-118.3093181,"737 N Western Ave Suite B, Los Angeles, CA 90029, USA",Central LA,(323) 672-8606,https://etra.la/
Evil Twin LA,,manual_review,none,Could not find handle automatically,ChIJRXkX_l27woARKLI_w3BM0vU,33.9964424,-118.4281594,"4123 S Centinela Ave, Los Angeles, CA 90066, USA",Del Rey,,https://eviltwinla.com/
Exotic Bonsai,,manual_review,none,Could not find handle automatically,ChIJJQKN01zHwoARVY5OQs8P1j0,34.0802463,-118.2883136,"511 N Westmoreland Ave, Los Angeles, CA 90004, USA",East Hollywood,(323) 660-4990,
Exposition Park Rose Garden,,manual_review,none,Could not find handle automatically,ChIJY4yAluLHwoAR7y--92aDHbQ,34.0173508,-118.2859244,"701 State Dr, Los Angeles, CA 90037, USA",South Los Angeles,(213) 763-0114,https://www.laparks.org/park/exposition-rose-garden
Fairmont Miramar Hotel & Bungalows,,manual_review,none,Could not find handle automatically,ChIJBx8nTcSkwoAR1bDfXdfVf20,34.0179602,-118.5016982,"101 Wilshire Blvd, Santa Monica, CA 90401, USA",Wilshire Montana,(310) 576-7777,https://www.fairmont.com/santa-monica/?goto=fiche_hotel&code_hotel=A578&merchantid=seo-maps-US-A578&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps
Father's Office,,manual_review,none,Could not find handle automatically,ChIJf_hV-bmkwoARIMlQwgZO9OI,34.0293766,-118.4984416,"1018 Montana Ave, Santa Monica, CA 90403, USA",Wilshire Montana,(310) 736-2224,http://fathersoffice.com/
Father's Office,,manual_review,none,Could not find handle automatically,ChIJraWfUYK5woARS-2eei5FyqA,34.0304077,-118.384824,"3229 Helms Ave, Los Angeles, CA 90034, USA",Mid-City,(310) 736-2224,http://www.fathersoffice.com/
Fiesta Martin Mexican Grill,,manual_review,none,Could not find handle automatically,ChIJE35UfG23woARs6SDJKmlirw,33.9801015,-118.3578606,"1330 N La Brea Ave, Inglewood, CA 90302, USA",Inglewood,(310) 672-1330,http://fiestamartinmexicangrill.com/
Fisherman's Outlet,,manual_review,none,Could not find handle automatically,ChIJSdzoiTrGwoARNH3kQNv_ODs,34.0408871,-118.2402603,"529 S Central Ave, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 627-7231,https://www.fishermansoutlet.net/
Fishing With Dynamite,,manual_review,none,Could not find handle automatically,ChIJx8Fqf-uzwoARNgjsQAO6kV0,33.8853543,-118.4109165,"1148 Manhattan Ave, Manhattan Beach, CA 90266, USA",Manhattan Beach,(310) 893-6299,http://eatfwd.com/
Five Star Seafood Restaurant,,manual_review,none,Could not find handle automatically,ChIJz4_oQLfawoAR06OPsxrCWjQ,34.080347,-118.1021774,"225 W Valley Blvd, San Gabriel, CA 91776, USA",San Gabriel,(626) 288-1899,https://fivestarseafoodrestaurant.shop/
Flavors from Afar,,manual_review,none,Could not find handle automatically,ChIJ4bBUgAu5woARBXjZoiwNzCo,34.1015848,-118.313241,"5652 Hollywood Blvd, Hollywood, CA 90028, USA",Hollywood,(562) 719-6704,https://flavorsfromafar.co/?utm_source=google
Fukagawa,,manual_review,none,Could not find handle automatically,ChIJk7eMYYK1woAR_pND4nYsju8,33.8882619,-118.3053109,"1630 W Redondo Beach Blvd, Gardena, CA 90247, USA",Gardena,(310) 324-4306,http://fukagawa.la/
Fyrebird,,manual_review,none,Could not find handle automatically,ChIJgXF-seq1woARiVsc8GY9X6s,33.8877797,-118.3272852,"15717 Crenshaw Blvd, Gardena, CA 90249, USA",Gardena,(424) 269-1943,http://www.fyrebirdchicken.com/
Ggiata Delicatessen,,manual_review,none,Could not find handle automatically,ChIJU1fdR6u7woARyPXQ6KhJMCA,34.0534715,-118.4629919,"11640 San Vicente Blvd Suite 111, Los Angeles, CA 90049, USA",Brentwood,(424) 484-4800,https://ggiata.com/
Ghisallo,,manual_review,none,Could not find handle automatically,ChIJ8Q-vp7m7woARy0JPBCMyo9I,34.011668,-118.4678168,"1622 Ocean Park Blvd, Santa Monica, CA 90405, USA",Sunset Park,(310) 399-4060,https://www.ghisallo.la/
Ghost Pizza Kitchen,,manual_review,none,Could not find handle automatically,ChIJXRWOjc2-woAR3gdF4i8i3fI,34.0839511,-118.359602,"7801 Melrose Ave # 2, Los Angeles, CA 90046, USA",Fairfax,(323) 433-7304,https://www.ghostpizzakitchen.com/
Girl & the Goat Los Angeles,,manual_review,none,Could not find handle automatically,ChIJXVodUFfHwoARe63Z7LSuUnY,34.0402258,-118.2331693,"555-3 Mateo St, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 799-4628,http://girlandthegoat.com/
Goldburger Los Feliz,,manual_review,none,Could not find handle automatically,ChIJ1Rccb1zBwoARZvDzH8z9AR0,34.1043022,-118.2915813,"1820 N Vermont Ave, Los Angeles, CA 90027, USA",Central LA,(323) 922-1020,http://goldburgerla.com/
Golden Burger Teriyaki,,manual_review,none,Could not find handle automatically,ChIJx6pNFArHwoARJ_7hQTJpVEU,34.0621198,-118.2714019,"1938 W 3rd St, Los Angeles, CA 90057, USA",Westlake,(213) 484-2868,https://goldenburger.top/
Golden Deli San Gabriel,,manual_review,none,Could not find handle automatically,ChIJlxh9yCrbwoARY2YFozO9D9U,34.1028567,-118.1117593,"815 W Las Tunas Dr, San Gabriel, CA 91776, USA",San Gabriel,(626) 308-0803,https://thegoldendeli.com/goldendelisg?utm_source=google
Good Clean Fun,,manual_review,none,Could not find handle automatically,ChIJp6jJXTXHwoAR9LnnI4WV_EE,34.0438789,-118.25775,"868 S Olive St, Los Angeles, CA 90014, USA",Downtown Los Angeles,(323) 600-3016,http://gcfwines.com/
Good Stuff - Palos Verdes,,manual_review,none,Could not find handle automatically,ChIJBV7NWpRL3YARqB6CNP-KPWg,33.7720728,-118.3739912,"550 Deep Valley Dr #151, Rolling Hills Estates, CA 90274, USA",Rolling Hills Estates,(310) 544-8000,http://www.eatgoodstuff.com/
Grá,,manual_review,none,Could not find handle automatically,ChIJ35H4d-fHwoARK-W7Ikwq5VU,34.0665901,-118.2608467,"1524 Pizarro St, Los Angeles, CA 90026, USA",Westlake,,http://grá.com/
Gracie's Pizza,,manual_review,none,Could not find handle automatically,ChIJXbVGoFnHwoARsfhdWOPI-i8,34.0833835,-118.2951726,"4330 Melrose Ave, Los Angeles, CA 90029, USA",East Hollywood,(323) 663-1219,
Gran Blanco,,manual_review,none,Could not find handle automatically,ChIJU-eNypO7woARwJBY90BAuDI,33.9874684,-118.4723233,"80 Windward Ave, Venice, CA 90291, USA",Venice,(424) 433-8095,https://granblanco.com/
Gravity Haus Denver Hotel,,manual_review,none,Could not find handle automatically,ChIJgz--PA55bIcR8HszE2avMP8,39.7675837,-105.0037525,"3638 Navajo St, Denver, CO 80211, USA",Highland,(303) 228-5770,https://gravityhaus.com/locations/gravity-haus-denver-hotel
Gusto Bread,,manual_review,none,Could not find handle automatically,ChIJ48g1Fk8x3YARINyUvGM92D0,33.7716135,-118.1598628,"2710 E 4th St, Long Beach, CA 90814, USA",4th Street Corridor,(562) 343-1881,https://gustobread.com/
Haleiwa Joe's Haiku Gardens,,manual_review,none,Could not find handle automatically,ChIJK3Frma1rAHwR14f_NgsLLCs,21.4144058,-157.8154449,"46-336 Haiku Rd, Kaneohe, HI 96744, USA",Kaneohe,(808) 247-6671,https://www.haleiwajoes.com/kaneohe-menu
Happy Harbor Seafood Restaurant 凱悅大酒樓,,manual_review,none,Could not find handle automatically,ChIJb5oTGloqw4ARpZCAmFnBB58,33.996956,-117.8901125,"1015 S Nogales St Ste. 126, Rowland Heights, CA 91748, USA",Rowland Heights,(626) 965-2020,http://www.happyharbor.net/
Happy Together 喜薈,,manual_review,none,Could not find handle automatically,ChIJj-beFtjbwoARAHGfg-HGXDE,34.0792886,-118.0551002,"9920 Valley Blvd 1st floor, El Monte, CA 91731, USA",El Monte,(626) 434-1788,https://www.happytogetherca.com/
Harold & Belle's,,manual_review,none,Could not find handle automatically,ChIJc29xTz-4woAR5txT9avOmac,34.0254532,-118.3279237,"2920 W Jefferson Blvd, Los Angeles, CA 90018, USA",South Los Angeles,(323) 735-9023,https://haroldandbelles.com/
Hasu Japanese Izakaya & Grill,,manual_review,none,Could not find handle automatically,ChIJrbqzKmy1woARvgNkoRG1PUs,33.8722141,-118.3164464,"2120 Artesia Blvd, Torrance, CA 90504, USA",Northeast Torrance,(310) 819-8042,http://hasudining.com/
Hatchet Hall,,manual_review,none,Could not find handle automatically,ChIJ9bOUX2a6woARMexni9pIRdU,33.9970039,-118.4316061,"12517 Washington Blvd, Los Angeles, CA 90066, USA",Culver - West,(310) 391-4222,http://www.hatchethallla.com/
Hawkins House of Burgers,,manual_review,none,Could not find handle automatically,ChIJzwDSzczLwoARijd1lUIzYqc,33.9292554,-118.2522851,"11603 Slater St, Los Angeles, CA 90059, USA",South Los Angeles,(323) 563-1129,http://www.hawkinsburgers.com/menu
Heavy Handed,,manual_review,none,Could not find handle automatically,ChIJy5dj4v67woARgIEvLD_SDPI,33.9990976,-118.4810702,"2912 Main St, Santa Monica, CA 90405, USA",Ocean Park,(818) 299-0326,http://heavyhanded.la/
Heritage,,manual_review,none,Could not find handle automatically,ChIJDcD184Qx3YARLeMltHfb8PU,33.7751463,-118.1668383,"2030 E 7th St, Long Beach, CA 90804, USA",Rose Park South,(562) 343-1068,https://heritagerestaurantlb.com/
Hey Kiddo,,manual_review,none,Could not find handle automatically,ChIJtXx1hZmHa4cRQGgpqy6OEpo,39.7754669,-105.0441331,"4337 Tennyson St #300, Denver, CO 80212, USA",Northwest,(720) 650-4658,http://www.hk-oy.com/
Hippo,,manual_review,none,Could not find handle automatically,ChIJKfzc1hTFwoARglWDAZ2qTXA,34.1106445,-118.1903416,"5916 1/2 N Figueroa St, Los Angeles, CA 90042, USA",Highland Park,(323) 545-3536,http://www.hipporestaurant.com/
Holcomb Street,,manual_review,none,Could not find handle automatically,ChIJYUB8Nee7woARkmGgltl4KHM,34.0508779,-118.3989971,"Holcomb St, Los Angeles, CA 90035, USA",Beverlywood,,
Holy Basil Market,,manual_review,none,Could not find handle automatically,ChIJf7L3TdvBwoARDeaXHZL10Jw,34.1171355,-118.261308,"3170 Glendale Blvd unit c, Los Angeles, CA 90039, USA",Northeast Los Angeles,,http://www.holybasil-la.com/
Holy Basil Santa Monica,,manual_review,none,Could not find handle automatically,ChIJ8-lbzSi7woARimpHDJfXchY,34.0350072,-118.4716263,"2828 Santa Monica Blvd, Santa Monica, CA 90404, USA",Mid-City,,https://www.holybasil-la.com/
Homage Brewing,,manual_review,none,Could not find handle automatically,ChIJQzatpaPHwoARUfPRURrOsJ4,34.0646724,-118.2324719,"1219 N Main St, Los Angeles, CA 90012, USA",Central LA,(323) 987-0388,https://www.homagebrewing.com/
Hop Alley,,manual_review,none,Could not find handle automatically,ChIJiz68dxp5bIcRnDG_uUVRVJw,39.7669902,-104.9742174,"3500 Larimer St, Denver, CO 80205, USA",Five Points,(720) 379-8340,http://www.hopalleydenver.com/
Hotel Las Rosas & Spa,,manual_review,none,Could not find handle automatically,ChIJQfUdnBKT2IARb2I39SOlQhE,31.8699722,-116.6770333,"Carr. a Tijuana Km 105. 5, La Playita, 22760 El Sauzal, B.C., Mexico",La Playita,646 174 4310,http://www.lasrosas.com/
Il Sogno Deli,,manual_review,none,Could not find handle automatically,ChIJ_9ljS0m5woARN6H34h_21Lo,34.0700386,-118.3753882,"444 S San Vicente Blvd, Los Angeles, CA 90048, USA",Central LA,(323) 653-2296,http://www.ilsognodelila.com/
IMA,,manual_review,none,Could not find handle automatically,ChIJB7RMK8e9woARj0juQCDxUiI,34.0690784,-118.40684,"9669 S Santa Monica Blvd #1, Beverly Hills, CA 90210, USA",Beverly Hills,(310) 734-7829,https://www.imabh.com/
Inaba Japanese Restaurant,,manual_review,none,Could not find handle automatically,ChIJx7NewtO0woARCEk05DbH2tA,33.8398115,-118.3530711,"20920 Hawthorne Blvd, Torrance, CA 90503, USA",Delthorne,(310) 371-6675,http://www.restaurantinaba.com/
Izakaya Akatsuki,,manual_review,none,Could not find handle automatically,ChIJSdJyWSO1woARZKYJOPxJvhU,33.865066,-118.3081904,"18206 S Western Ave, Gardena, CA 90248, USA",Harbor Gateway North,(310) 756-6118,https://izakayaakatsuki.com/
J Zhou Oriental Cuisine,,manual_review,none,Could not find handle automatically,ChIJGxHj4yHc3IAR6ZiuJfmRm3s,33.6979246,-117.8265023,"2601 Park Ave, Tustin, CA 92782, USA",Tustin Legacy,(714) 258-0888,
Jackson Market and Deli,,manual_review,none,Could not find handle automatically,ChIJwwKTXSa6woARDmIZa4cziME,34.0172375,-118.3971931,"4065 Jackson Ave, Culver City, CA 90232, USA",Carlson Park,(310) 425-8426,http://jacksonmarketanddeli.com/
Jade Wok,,manual_review,none,Could not find handle automatically,ChIJmUad2VnGwoAR-x_TD_jDKXQ,34.0653581,-118.2407286,"625 W College St #109, Los Angeles, CA 90012, USA",Central LA,(213) 628-8288,https://smorefood.com/order-online/jade-wok-los-angeles-90012-xjb4pkq5?utm_source=gmb&utm_medium=website
Jar,,manual_review,none,Could not find handle automatically,ChIJYxfmZzW5woAR5ZXA4iAzipQ,34.0763,-118.3688492,"8225 Beverly Blvd, Los Angeles, CA 90048, USA",Central LA,(323) 655-6566,http://www.thejar.com/
Javan Restaurant,,manual_review,none,Could not find handle automatically,ChIJbxUhwr67woARKwvV6v5W4cI,34.0452901,-118.4519807,"11500 Santa Monica Blvd, Los Angeles, CA 90025, USA",Sawtelle,(310) 207-5555,http://www.javanrestaurant.com/
Jeong Yuk Jeom Korean BBQ LA,,manual_review,none,Could not find handle automatically,ChIJCVZYpIy5woARnN-7t9XK0FA,34.0629721,-118.3095601,"621 S Western Ave #100, Los Angeles, CA 90005, USA",Koreatown,(213) 384-2244,http://jeongyukjeom.com/
Jidaiya Ramen Dining,,manual_review,none,Could not find handle automatically,ChIJR154mly1woARhkeRuhb5B3s,33.8624973,-118.3097826,"18537 S Western Ave, Gardena, CA 90248, USA",Northeast Torrance,(310) 532-0999,http://www.jidaiya.torihei-usa.com/
Jones,,manual_review,none,Could not find handle automatically,ChIJ_ZaCK9a-woARo6DSOmfgk4s,34.0908821,-118.3464231,"7205 Santa Monica Blvd, West Hollywood, CA 90046, USA",Central LA,(323) 850-1726,https://joneshollywood.com/
Josui Ramen,,manual_review,none,Could not find handle automatically,ChIJN5MyWdi1woAR83ahV_L2sEk,33.8726149,-118.3190198,"2212 Artesia Blvd ste b, Torrance, CA 90504, USA",Northeast Torrance,(310) 505-5124,http://josuiramen.com/
Kashiwa Japanese Cuisine,,manual_review,none,Could not find handle automatically,ChIJoW-RpdYz3YAR4OvgRsavVWs,33.8050993,-118.1648249,"2201 E Willow St suite g, Signal Hill, CA 90755, USA",Signal Hill,(562) 989-5630,
Killer Noodle Tsujita,,manual_review,none,Could not find handle automatically,ChIJ2_gA43S7woARjScbyy51Lyc,34.040324,-118.4428499,"2030 Sawtelle Blvd, Los Angeles, CA 90025, USA",Sawtelle,(424) 293-0465,https://www.killernoodle.com/
Kippered,,manual_review,none,Could not find handle automatically,ChIJYaEcrCXHwoARsvYEJ92JQWg,34.0497465,-118.2493895,"361 S Broadway, Los Angeles, CA 90013, USA",Downtown Los Angeles,,https://www.dtlacheese.com/about-4
Kissaten Corazon,,manual_review,none,Could not find handle automatically,ChIJ7d5NpSvHwoARkpmF9dP-QSA,34.069271,-118.2277223,"1640 N Spring St, Los Angeles, CA 90012, USA",Central LA,,https://www.kissacora.com/
kodo,,manual_review,none,Could not find handle automatically,ChIJV1jAhnvHwoARZ9dxuVaVvU4,34.0341404,-118.2296539,"710 S Santa Fe Ave, Los Angeles, CA 90021, USA",Downtown Los Angeles,(213) 471-1932,http://kodo.la/
KOMAL,,manual_review,none,Could not find handle automatically,ChIJN2ZjSwDJwoARKK1-GW6NSg4,34.0173113,-118.2781477,"3655 S Grand Ave, Los Angeles, CA 90007, USA",South Los Angeles,(213) 275-1062,https://komal.toast.site/order/komal-3655-south-grand-avenue
Kombu Sushi,,manual_review,none,Could not find handle automatically,ChIJf-MncEjHwoARkh07de0d9oo,34.090832,-118.2781336,"3719 Sunset Blvd, Los Angeles, CA 90026, USA",Silver Lake,(323) 663-1048,https://kombula.com/kombusilverlake?utm_source=google
KOTOYA JAPANESE RAMEN,,manual_review,none,Could not find handle automatically,ChIJe2dJnMu7woAR_q9HDxTyXDo,34.0287987,-118.4112756,"10422 National Blvd, Los Angeles, CA 90034, USA",Palms,(424) 326-9149,http://kotoya-la.com/
KTEAM BBQ,,manual_review,none,Could not find handle automatically,ChIJ7_SxewDHwoARyB-lNf7XlZs,34.0546203,-118.291332,"936 S Vermont Ave, Los Angeles, CA 90006, USA",Koreatown,(213) 908-5463,http://kteambbq.com/
KUKU Cafe,,manual_review,none,Could not find handle automatically,ChIJ51AcBaW3woARaO37v-RmNJc,33.967573,-118.3542259,"318 N La Brea Ave, Inglewood, CA 90302, USA",Inglewood,(310) 910-7400,https://kuku.kitchen/
Kyung's Seafood,,manual_review,none,Could not find handle automatically,ChIJe3Ry0ehtAHwROTcC_sXBWoQ,21.2991277,-157.8425903,"1269 S King St, Honolulu, HI 96814, USA",Ala Moana,(808) 589-1144,
La Bête Noire,,manual_review,none,Could not find handle automatically,ChIJ18aVNMFx5kcRbY23i47sh0Y,48.8397355,2.3376631,"58 Rue Henri Barbusse, 75005 Paris, France",Paris,01 42 01 86 14,https://www.labetenoirerestaurant.fr/
La Boucherie,,manual_review,none,Could not find handle automatically,ChIJbU-IELHHwoARxDEThp4W7kE,34.0503907,-118.2601046,"900 Wilshire Blvd fl 71, Los Angeles, CA 90017, USA",Downtown Los Angeles,(213) 688-7777,
La Cabana Venice,,manual_review,none,Could not find handle automatically,ChIJc2JTRcO6woARZYR4EjVcAYs,34.0008694,-118.4681611,"738 Rose Ave, Venice, CA 90291, USA",Venice,(310) 392-7973,https://www.lacabanavenice.com/
La Cocina de Doña Esthela,,manual_review,none,Could not find handle automatically,ChIJp1Jrl_Tv2IAREGfZ3Y-QIVg,32.019341,-116.6635121,"Ranchos, San Marcos, El Porvenir, 22755 San Marcos, B.C., Mexico",El Porvenir,646 156 8453,https://www.facebook.com/people/La-cocina-de-do%C3%B1a-Esthela/100057112763731/?locale=es_LA
La Fe,,manual_review,none,Could not find handle automatically,ChIJERg-8mnHwoARVLDwPHHG26A,34.0763415,-118.2558418,"1525 Sunset Blvd, Los Angeles, CA 90026, USA",Echo Park,,https://lafeonsunset.com/
LA FLAMA Culver City,,manual_review,none,Could not find handle automatically,ChIJj3LySAS7woARSvo8aPE4t8M,34.018747,-118.4076949,"10717 Venice Blvd., Los Angeles, CA 90034, USA",Palms,(310) 876-1211,https://la-flama-at-culver-city-los-angeles.cloveronline.com/all
La Fonda Of Inglewood Restaurant & Cafe,,manual_review,none,Could not find handle automatically,ChIJg-Ztw--2woARsCw4U8__KdA,33.945851,-118.358693,"4649 W Century Blvd, Inglewood, CA 90304, USA",Inglewood,(310) 419-7596,http://www.lafondamexicanfood.com/
La korita tacos,,manual_review,none,Could not find handle automatically,ChIJeTYIP9bOwoAR1jH3scLR1VY,33.9960084,-118.1978142,"3660 Fruitland Ave #3652, Maywood, CA 90270, USA",Maywood,(323) 335-4162,
La Mariana Sailing Club,,manual_review,none,Could not find handle automatically,ChIJ06Xa8E9uAHwR287O0INHQ48,21.3218483,-157.8931526,"50 Sand Island Access Rd, Honolulu, HI 96819, USA",Kalihi - Palama,(808) 848-2800,https://la-mariana-sailing.club/
La Pergoletta,,manual_review,none,Could not find handle automatically,ChIJW9g98LHAwoAR7eaxzvH95Uw,34.1038943,-118.2869547,"1802 Hillhurst Ave, Los Angeles, CA 90027, USA",Central LA,(323) 664-8259,http://www.lapergoletta.com/
La Pergoletta on Sunset,,manual_review,none,Could not find handle automatically,ChIJNzV1OT7HwoARjmgTu-tjkJc,34.0823599,-118.2722073,"2827 Sunset Blvd, Los Angeles, CA 90026, USA",Silver Lake,(213) 318-5505,http://www.lapergoletta.com/
La Potranka,,manual_review,none,Could not find handle automatically,ChIJQW65-KfMwoARSlSi4Z-l5zg,33.905993,-118.208824,"1501 N Long Beach Blvd, Compton, CA 90221, USA",Compton,(323) 915-0764,
LA PUREPECHA COCINA MEXICANA,,manual_review,none,Could not find handle automatically,ChIJP-emuM6lwoAR0Ue5xLU60xo,34.0180167,-118.4901924,"725 Broadway, Santa Monica, CA 90401, USA",Downtown,(424) 744-8523,http://lapurepecha.la/
Lalibela,,manual_review,none,Could not find handle automatically,ChIJQ2hu7xW5woARDzFGVM33-qA,34.0574011,-118.3645025,"1025 S Fairfax Ave, Los Angeles, CA 90019, USA",Little Ethiopia,(323) 965-1025,
Lamonica's NY Pizza,,manual_review,none,Could not find handle automatically,ChIJLRlkyYO8woARcSWHPDaf9ew,34.060902,-118.4468378,"1066 Gayley Ave, Los Angeles, CA 90024, USA",Westwood,(310) 208-8671,https://lamonicasnypizza.com/
Laurel Grill,,manual_review,none,Could not find handle automatically,ChIJ4Yr51Cm7woARcEbxhx1xK2c,34.0243454,-118.3936179,"9300 Culver Blvd suite 210, Culver City, CA 90232, USA",Downtown,(310) 744-1440,http://laurelgrill.com/
Le Great Outdoor Restaurant,,manual_review,none,Could not find handle automatically,ChIJfwjLxD67woARQh2IIpl4pbo,34.0280436,-118.4673174,"2525 Michigan Ave a3, Santa Monica, CA 90404, USA",Pico,(310) 828-4001,http://www.legreatoutdoor.com/
Leona,,manual_review,none,Could not find handle automatically,ChIJqYED5qK6woARR-K0e6jsF0s,33.9802375,-118.4652851,"123 Washington Blvd, Venice, CA 90291, USA",Venice,(310) 822-5379,http://www.leonavenice.com/
Les Sisters' Southern Kitchen,,manual_review,none,Could not find handle automatically,ChIJz6cLkw6bwoARicsfhtFSEC0,34.2316378,-118.5794166,"20450 Nordhoff St, Winnetka, CA 91311, USA",Winnetka,(818) 998-0755,https://lessisters.com/?utm_source=google
Lincoln Seafood,,manual_review,none,Could not find handle automatically,ChIJD1xxJVfFwoARXpBgR5asYc0,34.0616923,-118.121622,"123 S Lincoln Ave, Monterey Park, CA 91755, USA",Monterey Park,,
Little Belize Restaurant,,manual_review,none,Could not find handle automatically,ChIJScaNJQK3woARnRf6dbNPtgw,33.9606851,-118.3525282,"217 E Nutwood St, Inglewood, CA 90301, USA",Inglewood,(310) 674-0696,http://www.littlebelizerestaurant.com/
Little Fatty,,manual_review,none,Could not find handle automatically,ChIJQ--zYVy6woARhg4IaNZ49GY,34.004421,-118.431133,"3809 Grand View Blvd, Los Angeles, CA 90066, USA",Mar Vista,(310) 853-5417,https://www.littlefattyla.com/
Little Fish Echo Park,,manual_review,none,Could not find handle automatically,ChIJCWc7fhHHwoARXg2bZCd7D-8,34.0767539,-118.2577593,"1606 Sunset Blvd, Los Angeles, CA 90026, USA",Echo Park,,https://littlefishechopark.com/
Little Piggy,,manual_review,none,Could not find handle automatically,ChIJs2VXlwK_woAR1cOkLx989Us,34.0967657,-118.3694558,"8264 Sunset Blvd Unit B, West Hollywood, CA 90046, USA",Sunset Strip,(213) 407-0401,
Liu's Cafe,,manual_review,none,Could not find handle automatically,ChIJRaosTfa5woAR4wOTRcJfhog,34.0637013,-118.3084494,"3915 1/2 W 6th St, Los Angeles, CA 90020, USA",Koreatown,(213) 264-8585,http://liuscafe.com/
Lobster & Beer,,manual_review,none,Could not find handle automatically,ChIJP74Xzcy7woARPdoQw6tp4ik,34.0268654,-118.4086682,"3456 Motor Ave, Los Angeles, CA 90034, USA",Palms,(424) 298-8106,https://ilovelobsterandbeer.com/lobsterbeerla?utm_source=google
lolo wine bar,,manual_review,none,Could not find handle automatically,ChIJk0aWgYC_woAR-ZMeTxnBc8Q,34.0979222,-118.3020145,"5140 Sunset Blvd, Los Angeles, CA 90027, USA",East Hollywood,(323) 665-5656,https://lolowinebar.com/
Longo Seafood Restaurant,,manual_review,none,Could not find handle automatically,ChIJ7_aTw6nawoARLZyk4LRQ46Y,34.0623826,-118.1046597,"7540 Garvey Ave, Rosemead, CA 91770, USA",Garvey,(626) 280-8188,https://longoseafoodrestaurant.site/
Lonzo's Restaurant,,manual_review,none,Could not find handle automatically,ChIJy1Rd9jq6woARb2nkBPrsnk4,34.014972,-118.4071946,"10804 Washington Blvd, Culver City, CA 90232, USA",Washington Culver,(310) 842-7876,https://www.lonzosrestaurant.com/
Loreto,,manual_review,none,Could not find handle automatically,ChIJFwh6fX3HwoARr9fhEj7PDPs,34.1011188,-118.2438706,"1991 Blake Ave, Los Angeles, CA 90039, USA",Elysian Valley,,http://loreto.la/
Loreto's Fried Turkey,,manual_review,none,Could not find handle automatically,ChIJT7qSkg_LwoARN72mSLTrg_A,33.8961705,-118.2415687,"983 W Compton Blvd, Compton, CA 90220, USA",Compton,(310) 537-7612,https://loretos.net/
Los Angeles Pétanque Club,,manual_review,none,Could not find handle automatically,ChIJrTLbwMG7woARh8yjG9woPD4,34.0450553,-118.4121555,"2459 Motor Ave, Los Angeles, CA 90064, USA",Cheviot Hills,(424) 535-8558,http://www.losangelespetanque.org/
Los Cheros Pupuseria,,manual_review,none,Could not find handle automatically,ChIJqziit-zKwoARBDhJZwmxA4g,33.8816216,-118.2753946,"16502 Main St, Gardena, CA 90248, USA",Gardena,(310) 515-0107,https://loscherospupuseria.shop/
Louis Burgers II,,manual_review,none,Could not find handle automatically,ChIJP6yERn3LwoAR49x4m8x6fVI,33.9036386,-118.2067302,"1501 Rosecrans Ave, Compton, CA 90221, USA",Compton,(310) 603-9547,https://louisburgers.store/
Love & Salt,,manual_review,none,Could not find handle automatically,ChIJR6wziuyzwoARFjyYXSB_WJA,33.8854591,-118.4093167,"317 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",Manhattan Beach,(310) 545-5252,http://loveandsaltla.com/
